WKT,highway,noname,name,surface,maxspeed,ref,service,oneway,lanes,tracktype,smoothness,source_1
"LINESTRING (-59.4441998 13.110304,-59.4441488 13.1105679,-59.4441314 13.1107416,-59.4441301 13.1108866,-59.4441395 13.1111191,-59.4441891 13.1112797,-59.4442374 13.111409,-59.4443835 13.111588,-59.4445123 13.1117408,-59.4447711 13.1120621,-59.4449846 13.1123038,-59.4451734 13.1125379,-59.4453709 13.1128054,-59.4456531 13.1131536)",secondary,,Highway N,asphalt,60,HN,,,2,,,
"LINESTRING (-59.4445108 13.1136493,-59.4440579 13.113098,-59.4438127 13.1127995,-59.4435994 13.1125207,-59.443566 13.1124771,-59.4431643 13.1119764,-59.4425718 13.1113544)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4456531 13.1131536,-59.445857 13.1133841,-59.4460405 13.1136137)",tertiary,,Diamond Valley Main Road,asphalt,60,,,,,,,
"LINESTRING (-59.4456531 13.1131536,-59.4446572 13.1142699)",secondary,,Belair Main Road,asphalt,60,HN,,,,,,
"LINESTRING (-59.4434095 13.1148625,-59.4439391 13.1142881,-59.4445108 13.1136493,-59.4451005 13.1130163)",residential,,Cora Cora Avenue,,,,,,,,,
"LINESTRING (-59.4447743 13.1146123,-59.4448967 13.1149234,-59.445137 13.1151407)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4446572 13.1142699,-59.4437646 13.1152703)",secondary,,Belair Main Road,asphalt,60,HN,,,,,,
"LINESTRING (-59.4440252 13.115545,-59.4441671 13.1153497,-59.4447743 13.1146123,-59.4448623 13.1145054)",residential,yes,,,,,,,,,,
"LINESTRING (-59.444828 13.1155336,-59.445137 13.1151407,-59.4452829 13.1149735)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4446663 13.116273,-59.445343 13.1155122)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4438652 13.1175356,-59.4442801 13.1171733)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4454685 13.1176688,-59.4440555 13.116102)",residential,,Plum Close,,,,,,,,,
"LINESTRING (-59.4450785 13.1179633,-59.4447336 13.1176652,-59.4442801 13.1171733,-59.4436779 13.11652)",residential,,Poul Close,,,,,,,,,
"LINESTRING (-59.4443885 13.1190708,-59.4447164 13.1192701,-59.4453773 13.1199556,-59.4457807 13.1196296,-59.4451799 13.118894,-59.4446632 13.1186104)",residential,,Mahoe Circle,,,,,,,,,
"LINESTRING (-59.4441199 13.119501,-59.4445019 13.1197633,-59.4450168 13.1203233,-59.4446392 13.1206828,-59.4441414 13.1201645,-59.4438467 13.1198992)",residential,,Mahogany Circle,,,,,,,,,
"LINESTRING (-59.4447661 13.1184042,-59.4444254 13.1181447,-59.4438652 13.1175356,-59.4433954 13.1170246)",residential,,Pear Close,,,,,,,,,
"LINESTRING (-59.4445099 13.1188655,-59.4441671 13.118685,-59.4435726 13.1179793,-59.4430685 13.117381)",residential,,Flamboyant Close,,,,,,,,,
"LINESTRING (-59.4442267 13.1193127,-59.4437902 13.1190507,-59.4431128 13.1183127,-59.4426315 13.1177884)",residential,,Plantain Close,,,,,,,,,
"LINESTRING (-59.4423977 13.1212659,-59.4421794 13.1210391,-59.4419731 13.1208301,-59.4416002 13.1204243,-59.4415801 13.120372,-59.4416002 13.1203146,-59.4422668 13.1194199,-59.4423077 13.1193918,-59.4423566 13.1194003,-59.4423942 13.1194395,-59.4426104 13.1196838,-59.4427044 13.1197899,-59.4430478 13.1201846,-59.4430789 13.1202203,-59.4432888 13.1204571)",residential,,Indigo Close,,,,,,,,,
"LINESTRING (-59.4444996 13.1213702,-59.4452228 13.1208332)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4448876 13.1217949,-59.4455919 13.1212094)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4430478 13.1201846,-59.4423083 13.1208239)",residential,,,,,,,,,,,
"LINESTRING (-59.4394106 13.119455,-59.4391053 13.1188975,-59.4388233 13.1183825,-59.4385234 13.1178349,-59.4382433 13.1173234,-59.4368648 13.1184966)",residential,,Park Road,asphalt,,,,,,,,
"LINESTRING (-59.4367656 13.1181965,-59.4360788 13.1176367)",residential,,Coral Crescent,,,,,,,,,
"LINESTRING (-59.436614 13.1183924,-59.4367656 13.1181965)",residential,,Coral Crescent,,,,,,,,,
"LINESTRING (-59.4391053 13.1188975,-59.4377384 13.1200308)",residential,,1st Avenue,,,,,,,,,
"LINESTRING (-59.4394106 13.119455,-59.4385171 13.1201781,-59.4376011 13.1209085,-59.4374208 13.1207329,-59.4368648 13.1184966)",residential,,Park Road,asphalt,,,,no,,,,
"LINESTRING (-59.4387206 13.1204183,-59.4385171 13.1201781)",residential,,Park Road,,,,,,,,,
"LINESTRING (-59.4358475 13.1204396,-59.4368372 13.1195878)",residential,,Sea Shell Drive,,,,,,,,,
"LINESTRING (-59.4397918 13.1195392,-59.4387206 13.1204183,-59.4379804 13.1210395,-59.4376305 13.1213319)",secondary,,Belair Main Road,asphalt,60,HN,,,,,,
"LINESTRING (-59.4362673 13.1209855,-59.4369831 13.1203401)",residential,,Albacore Close,,,,,,,,,
"LINESTRING (-59.4366998 13.1215103,-59.4371547 13.1210924)",residential,,Turtle Drive,,,,,,,,,
"LINESTRING (-59.4414056 13.1126354,-59.4408443 13.1119827)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4410098 13.1136445,-59.4416801 13.1129417)",residential,,Union Road,,,,,,,,,
"LINESTRING (-59.4400215 13.1145054,-59.4406223 13.1139286)",residential,,Union Road,,,,,,,,,
"LINESTRING (-59.4424743 13.113828,-59.4431448 13.1133152,-59.4434824 13.1130545,-59.4438127 13.1127995)",residential,,Remora Avenue,,,,,,,,,
"LINESTRING (-59.4394951 13.1149619,-59.4400215 13.1145054,-59.4397726 13.1141878)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4439391 13.1142881,-59.4431448 13.1133152)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4418424 13.114656,-59.4425335 13.1138941)",residential,,Manta Close,,,,,,,,,
"LINESTRING (-59.4400378 13.1155623,-59.4400171 13.1155545,-59.4394951 13.1149619)",residential,,Lacuna Close,,,,,,,,,
"LINESTRING (-59.4394951 13.1149619,-59.4393512 13.1151071,-59.4393224 13.1151665,-59.4393103 13.1153069,-59.4392922 13.1154989,-59.4392754 13.1155812,-59.4391748 13.1156896)",residential,,Lacuna Close,,,,,,,,,
"LINESTRING (-59.4429995 13.1144142,-59.4421879 13.1152141)",residential,,Limacia Close,,,,,,,,,
"LINESTRING (-59.4420794 13.1133804,-59.4400787 13.1155479,-59.4400613 13.115561,-59.4400378 13.1155623)",residential,,Lacuna Close,,,,,,,,,
"LINESTRING (-59.4437646 13.1152703,-59.4434759 13.1149459,-59.4434095 13.1148625,-59.4429995 13.1144142,-59.4425335 13.1138941,-59.4424743 13.113828,-59.4420794 13.1133804,-59.4416801 13.1129417,-59.4414056 13.1126354)",residential,,Beachy Head Avenue,,,,,,,,,
"LINESTRING (-59.4437646 13.1152703,-59.4440252 13.115545)",tertiary,,Union Road,asphalt,60,,,,,,,
"LINESTRING (-59.4434759 13.1149459,-59.4427536 13.115683)",residential,,Vieja Close,,,,,,,,,
"LINESTRING (-59.4399139 13.1165722,-59.4414695 13.114939)",residential,,4th Avenue,,,,,,,,,
"LINESTRING (-59.4395928 13.1161913,-59.4386237 13.1170671)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4384571 13.1170813,-59.4382433 13.1173234)",residential,,Park Road,,,,,,,,,
"LINESTRING (-59.4402616 13.1169846,-59.4418329 13.1153724)",residential,,3rd Avenue,,,,,,,,,
"LINESTRING (-59.4391748 13.1156896,-59.4388628 13.1159265,-59.4384368 13.1163277,-59.4369488 13.1176067)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4406272 13.1174184,-59.4421037 13.1158588)",residential,,2nd Avenue,,,,,,,,,
"LINESTRING (-59.4410017 13.1178627,-59.4417724 13.1170633)",residential,,1st Avenue,,,,,,,,,
"LINESTRING (-59.4412841 13.1181954,-59.4410017 13.1178627,-59.4406272 13.1174184,-59.4402616 13.1169846,-59.4399139 13.1165722,-59.4398896 13.1165434,-59.4395928 13.1161913,-59.4391748 13.1156896,-59.4388681 13.1153509,-59.4381051 13.1159845)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4437646 13.1152703,-59.4428427 13.1162984,-59.4423887 13.1168735,-59.4421439 13.1171815,-59.4416096 13.1178078,-59.4412841 13.1181954,-59.4406413 13.1187927,-59.4403947 13.1190177,-59.4397918 13.1195392)",secondary,,Belair Main Road,asphalt,60,HN,,,,,,
"LINESTRING (-59.4431128 13.1183127,-59.4435726 13.1179793)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4385234 13.1178349,-59.4373779 13.1187936)",residential,,3rd Avenue,,,,,,,,,
"LINESTRING (-59.4388233 13.1183825,-59.4374895 13.1194624)",residential,,2nd Avenue,,,,,,,,,
"LINESTRING (-59.4462217 13.1049934,-59.4461466 13.1049738,-59.4461157 13.1049882,-59.4460835 13.105047,-59.4460098 13.1052795,-59.4460024 13.1054173,-59.4459978 13.1054657)",service,,,,,,,,,,,
"LINESTRING (-59.4459978 13.1054657,-59.4460423 13.105472,-59.4460762 13.1054927,-59.4461178 13.1055197)",service,,,,,,,,,,,
"LINESTRING (-59.4463369 13.1055344,-59.4463124 13.1054942,-59.4462983 13.1054804,-59.4462612 13.1054666,-59.4461765 13.1054924,-59.4461178 13.1055197)",service,yes,,,,,,,,,,
"LINESTRING (-59.4464439 13.1055168,-59.4464704 13.1054864,-59.4464933 13.1054767,-59.4465165 13.1054856,-59.4465264 13.1055079,-59.4465173 13.1055305,-59.4464944 13.1055401,-59.4464712 13.1055312,-59.4464439 13.1055168)",service,yes,,,,,,,,,,
"LINESTRING (-59.446033 13.1056762,-59.4459909 13.1056802,-59.4459504 13.1056686,-59.4459172 13.1056431,-59.4458962 13.1056074,-59.4458905 13.1055666,-59.4459008 13.1055266,-59.4459257 13.1054934,-59.4459616 13.1054716,-59.4459978 13.1054657)",service,,,,,,,yes,,,,
"LINESTRING (-59.4461314 13.1055888,-59.4461893 13.1055975,-59.4462652 13.1055941,-59.4462988 13.1055855,-59.4463369 13.1055344,-59.4464439 13.1055168)",service,yes,,,,,,,,,,
"LINESTRING (-59.4461314 13.1055888,-59.4460977 13.1056262,-59.4460703 13.1056573,-59.446033 13.1056762)",service,,,,,,,,,,,
"LINESTRING (-59.4459631 13.1060036,-59.4461077 13.1059291)",service,,,,,,,,,,,
"LINESTRING (-59.4450884 13.105894,-59.4451542 13.1058784,-59.4452507 13.1058,-59.4453781 13.1057399,-59.4454519 13.1057294,-59.4455364 13.1057543,-59.4456745 13.1058052,-59.4457107 13.1058379,-59.4457201 13.1059358,-59.4457442 13.1059933,-59.4458059 13.1060429,-59.4458408 13.106056,-59.445877 13.1060455,-59.4459631 13.1060036)",service,,,,,,,,,,,
"LINESTRING (-59.449246 13.1054613,-59.4492688 13.1049106)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.446033 13.1056762,-59.4460393 13.1057183,-59.4460956 13.1059104,-59.4461077 13.1059291,-59.4461774 13.1060371,-59.4462617 13.1061567)",service,,,,,,,,,,,
"LINESTRING (-59.4472004 13.1060168,-59.4470186 13.1060254,-59.446842 13.105991,-59.4466955 13.1059171,-59.4465931 13.1058225,-59.4465189 13.1056918,-59.4464944 13.1055401)",service,yes,,,,,,,,,,
"LINESTRING (-59.4479919 13.1057014,-59.447988 13.105766,-59.4479692 13.1058431,-59.447949 13.1059051)",service,,,,,,,yes,,,,
"LINESTRING (-59.4499493 13.1054957,-59.4499785 13.1046443,-59.4500212 13.104,-59.4500235 13.1039486,-59.4500578 13.103865,-59.4501437 13.1038399,-59.4502638 13.1038567)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4484037 13.1059326,-59.4482964 13.1059169)",service,yes,,asphalt,,,,,,,,
"LINESTRING (-59.450576 13.1054703,-59.4506613 13.1036687)",residential,,Friendship Drive,asphalt,,,,,,,,
"LINESTRING (-59.4485244 13.1054649,-59.449246 13.1054613,-59.4499493 13.1054957,-59.450576 13.1054703)",residential,,Tranquility Drive,asphalt,,,,,,,,
"LINESTRING (-59.4517194 13.1055143,-59.450576 13.1054703)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4512477 13.1060649,-59.4483795 13.1060397)",residential,,Crane Lodge,asphalt,,,,,,,,
"LINESTRING (-59.4560533 13.1051384,-59.4549245 13.1050375,-59.4548758 13.1050914,-59.4548544 13.105478,-59.4549231 13.1055268,-59.4560158 13.1056139)",residential,yes,,,,,,,,,,
"LINESTRING (-59.457546 13.1061272,-59.4571731 13.1060645,-59.4568298 13.1060331,-59.4563295 13.1059804,-59.4562344 13.1059704,-59.4560211 13.105977)",residential,,,,,,,,,,,
"LINESTRING (-59.4640222 13.106219,-59.4640607 13.106213,-59.4641191 13.1061402,-59.4641775 13.1060765)",residential,,,paved,,,,,,,,
"LINESTRING (-59.4653512 13.1061395,-59.4644843 13.106087)",residential,,,,,,,,,,,
"LINESTRING (-59.4699471 13.105288,-59.46996 13.1049495,-59.4699587 13.104911,-59.4699499 13.1048788,-59.4699364 13.1048533,-59.4698563 13.1047416)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.4721595 13.1053667,-59.4711592 13.1053323,-59.4708909 13.1053253,-59.4705922 13.1053121,-59.4699471 13.105288,-59.4696179 13.1052814)",residential,,Carnation Close,asphalt,,,,,,,,
"LINESTRING (-59.4611346 13.1568685,-59.4610105 13.1569662)",primary,,Highway 4B,asphalt,60,H5B,,,,,,KG Ground Survey 2015
"LINESTRING (-59.4607605 13.1603276,-59.4608552 13.1607705,-59.4609883 13.1613254)",service,yes,,,,,,,,,,
"LINESTRING (-59.4601413 13.1615652,-59.4609883 13.1613254,-59.4616707 13.1611321)",service,yes,,,,,,,,,,
"LINESTRING (-59.4623314 13.1647363,-59.4622427 13.1648172,-59.4613475 13.1652156,-59.4608406 13.1654695,-59.460471 13.1656412,-59.4602439 13.1658021)",residential,,Blades Hill No 3,,,,,,,,,
"LINESTRING (-59.461623 13.166836,-59.46137 13.1662358)",service,yes,,,,,,,,,,
"LINESTRING (-59.4625203 13.1665548,-59.4625549 13.1667336,-59.4626174 13.1668972,-59.4623188 13.1670468,-59.4621333 13.1671323,-59.4621048 13.167174,-59.4620982 13.1672168,-59.4621245 13.1673707,-59.4621059 13.1674092,-59.462074 13.1674412,-59.4619138 13.1675139,-59.4617744 13.1675866,-59.4615811 13.1678239)",service,yes,,,,,,,,,,
"LINESTRING (-59.4619502 13.1717157,-59.4621258 13.1721232)",residential,,Travellers Avenue,,,,,,,,,
"LINESTRING (-59.4615154 13.1692307,-59.4619723 13.1703275,-59.4620173 13.1703653,-59.4624238 13.1716213)",residential,,Fortescue Hill,,,,,,,,,
"LINESTRING (-59.4617092 13.1733454,-59.4621998 13.1728647,-59.4623954 13.1726712)",service,yes,,,,,,,,,,
"LINESTRING (-59.4613956 13.1737082,-59.461169 13.1739621,-59.461082 13.1741556,-59.4610822 13.1744555)",service,yes,,,,,,,,,,
"LINESTRING (-59.4623219 13.1720708,-59.4621258 13.1721232,-59.4609657 13.1732241,-59.4606359 13.1735612,-59.4604986 13.1738036,-59.4604986 13.1740042,-59.4606016 13.1742382,-59.4607389 13.1744053,-59.4609504 13.1744502,-59.4610822 13.1744555,-59.4612453 13.1744555,-59.4614481 13.1744951,-59.4616781 13.1746866,-59.4618069 13.174837)",residential,,Travellers Avenue,,,,,,,,,
"LINESTRING (-59.4597345 13.1729135,-59.4598236 13.1732828,-59.4598448 13.1735837,-59.4598727 13.1740913,-59.4598929 13.1744192,-59.4599998 13.1747665,-59.4601933 13.174954,-59.4604549 13.1750944,-59.4607512 13.1751128,-59.4609743 13.1751546,-59.4611375 13.1753018,-59.4612515 13.1754332)",residential,,Bamboo Avenue,,,,,,,,,
"LINESTRING (-59.4619563 13.1759212,-59.4616345 13.1756384)",residential,,,,,,,,,,,
"LINESTRING (-59.4619045 13.1753662,-59.4616345 13.1756384,-59.4611272 13.1761499)",residential,,,,,,,,,,,
"LINESTRING (-59.4599922 13.1756356,-59.460544 13.1761811)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4621998 13.1728647,-59.4627059 13.1733937,-59.462324 13.1735691,-59.4619048 13.1740377,-59.4622619 13.1743763)",residential,,Palm View Close,,,,,,,,,
"LINESTRING (-59.4611272 13.1761499,-59.4614001 13.1765602,-59.461483 13.1767822,-59.4615763 13.176947,-59.461731 13.1771695,-59.4619785 13.1774851,-59.4620915 13.1776292,-59.4622274 13.177879)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4624813 13.1771892,-59.4622806 13.1772921,-59.462177 13.1773712,-59.4621166 13.177425,-59.4619785 13.1774851)",path,,,,,,,,,,,
"LINESTRING (-59.4628351 13.1764171,-59.4627168 13.1761351,-59.4626235 13.1760897,-59.462601 13.1760376,-59.4626494 13.1759754,-59.4627116 13.1758122)",path,,,,,,,,,,,
"LINESTRING (-59.4600949 13.1787771,-59.4603867 13.1795631,-59.4605261 13.179982,-59.4606033 13.1799997,-59.4607737 13.1799363,-59.4612074 13.1796647)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4605261 13.179982,-59.4605076 13.1800348,-59.4605135 13.180255,-59.4605691 13.1804115,-59.4606762 13.180595,-59.4607953 13.1808654,-59.4608449 13.1809427)",service,,,,,,,,,,,
"LINESTRING (-59.4611978 13.1819864,-59.4611167 13.1818564,-59.4611087 13.181785,-59.4610314 13.1816922,-59.4610076 13.1816517,-59.4609857 13.1815609,-59.4608508 13.1812866,-59.4609222 13.1812074,-59.4608449 13.1809427)",path,,,,,,,,,,,
"LINESTRING (-59.4920057 13.0872278,-59.4922375 13.0882681,-59.4924831 13.0892264,-59.49251 13.0894354,-59.49248 13.0897257,-59.492434 13.0901484)",secondary,,Highway P,asphalt,60,HP,,,,,,
"LINESTRING (-59.4888447 13.0927652,-59.4888233 13.0927834,-59.4887777 13.0928513,-59.4887052 13.0929061,-59.4886704 13.0929035,-59.4885738 13.0928043,-59.4884021 13.0927285,-59.488209 13.0927259,-59.4881098 13.0927729,-59.4879489 13.0928722,-59.4878898 13.0929088,-59.4878684 13.0929636,-59.4878416 13.0932928,-59.4878308 13.0934783,-59.4877799 13.0935305,-59.4876619 13.0935331,-59.4874714 13.0935462,-59.4873914 13.093564)",service,,,,,,,,,,,
"LINESTRING (-59.4921502 13.0932747,-59.4911478 13.0932053,-59.4911102 13.0931762,-59.4910849 13.0931305,-59.4910708 13.0928197,-59.4910452 13.0927775,-59.4909939 13.0927524,-59.4888447 13.0927652,-59.4887262 13.0927301,-59.4886477 13.0926748,-59.4886543 13.0925281,-59.4887596 13.0921813,-59.4888076 13.0918935,-59.4887357 13.0917397,-59.4886209 13.0917046,-59.4877806 13.0916471)",service,yes,,,,,,,,,,
"LINESTRING (-59.4936864 13.0934886,-59.4921502 13.0932747)",residential,,,,,,,,,,,
"LINESTRING (-59.4873107 13.0952904,-59.48734 13.0946147,-59.4873775 13.0937578,-59.4873914 13.093564,-59.4874097 13.0933085,-59.48745 13.093076,-59.4875143 13.0928513,-59.4875304 13.0926867,-59.4874714 13.0924829,-59.4873695 13.0924463,-59.4872381 13.0924516,-59.4871254 13.0924098,-59.4870503 13.092368,-59.4869994 13.09224,-59.4870154 13.092031,-59.4870449 13.0918455,-59.4871066 13.0917749,-59.4872703 13.0917148,-59.4875465 13.0916887,-59.4877806 13.0916471)",service,,,,,,,,,,,
"LINESTRING (-59.4920504 13.0947195,-59.4911204 13.0943952,-59.491103 13.0943819,-59.491094 13.0943596,-59.4911108 13.0940641,-59.4911361 13.0940394,-59.4911925 13.0940291,-59.4921079 13.0941359)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4927034 13.0948288,-59.4920421 13.094807)",residential,,,,,,,,,,,
"LINESTRING (-59.494785 13.0951475,-59.4948505 13.0943246)",residential,,Avenue 5,,,,,,,,,
"LINESTRING (-59.4953253 13.0952334,-59.495383 13.0944016)",residential,,Avenue 4,,,,,,,,,
"LINESTRING (-59.4973344 13.0955482,-59.4968422 13.0954782,-59.4963535 13.0954116,-59.495681 13.0953205,-59.4953253 13.0952334,-59.494785 13.0951475,-59.4942894 13.0950852,-59.4942591 13.0950639,-59.4942389 13.0950221,-59.4943634 13.0939277,-59.494404 13.0938661,-59.4944842 13.093857,-59.4959718 13.094105,-59.4961799 13.0941109)",residential,,Sunrise Crescent,,,,,,,,,
"LINESTRING (-59.499394 13.0976306,-59.4991929 13.0974684,-59.4989522 13.097268,-59.4989276 13.0972475,-59.4986363 13.0969601,-59.498287 13.0966225,-59.4982312 13.0965624,-59.4980984 13.0965246,-59.4979703 13.0965101,-59.4975335 13.0965469,-59.4971824 13.096616,-59.4971052 13.0966399,-59.4966798 13.0968138,-59.4961146 13.0970033,-59.49581 13.0971147,-59.4956163 13.0971435,-59.4954443 13.0971392,-59.4953816 13.0971414,-59.4951742 13.0971486,-59.4951289 13.0971544,-59.4948474 13.0971905,-59.4946092 13.0972326,-59.4944428 13.0972557,-59.4942855 13.0972515,-59.4941628 13.0972319,-59.4939562 13.0971532,-59.4937518 13.0970806,-59.493404 13.0969926,-59.4933269 13.0969743,-59.4927851 13.0968454,-59.4923561 13.0967197,-59.4923011 13.0966914,-59.4922427 13.0966614,-59.4921198 13.0965675,-59.4920151 13.0964578,-59.4919493 13.0963904,-59.491922 13.0963448,-59.4919582 13.0959106,-59.4920421 13.094807,-59.4920504 13.0947195,-59.4921079 13.0941359,-59.4921502 13.0932747,-59.492434 13.0901484)",secondary,,Highway P,asphalt,60,HP,,,2,,,
"LINESTRING (-59.4999179 13.0979493,-59.4998877 13.0979987,-59.4998422 13.0980356,-59.4997867 13.0980557,-59.4997366 13.0980578,-59.499688 13.098046,-59.4996354 13.0980134,-59.4995978 13.0979649,-59.49958 13.0979067,-59.4995829 13.0978521,-59.4996033 13.0978011,-59.4996391 13.0977591,-59.4996868 13.0977303,-59.4997428 13.0977175,-59.4998001 13.0977231,-59.4998524 13.0977464,-59.4998941 13.0977849,-59.4999213 13.097836,-59.4999295 13.0978929,-59.4999179 13.0979493)",primary,,,asphalt,60,,,yes,1,,,
"LINESTRING (-59.4953816 13.0971414,-59.4954973 13.0965445,-59.4951662 13.0965267)",path,,,,,,,,,,,
"LINESTRING (-59.4951289 13.0971544,-59.4951382 13.0969814,-59.495157 13.0967777)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4948515 13.0975479,-59.4954476 13.0975564,-59.495713 13.0975537)",residential,,Bright Hill No 3,asphalt,,,,,,,,
"LINESTRING (-59.4944186 13.0974612,-59.493776 13.0977679)",residential,,2nd Avenue Lowthers Park,asphalt,,,,,,,,
"LINESTRING (-59.4928345 13.096541,-59.4928265 13.0963921,-59.4927514 13.0962876,-59.4926548 13.0963189,-59.4924885 13.096379)",residential,,,,,,,,,,,
"LINESTRING (-59.4919582 13.0959106,-59.4922578 13.0959872,-59.4923678 13.0960499,-59.4924134 13.096238,-59.4924885 13.096379,-59.4924429 13.0964809,-59.4923651 13.0965828,-59.4923011 13.0966914)",residential,,,,,,,,,,,
"LINESTRING (-59.4933269 13.0969743,-59.4931701 13.097935)",residential,,,,,,,,,,,
"LINESTRING (-59.491922 13.0963448,-59.491522 13.0959667,-59.4898424 13.0952531,-59.4873107 13.0952904,-59.4865748 13.0953013,-59.4864585 13.0953276,-59.4863899 13.0954026,-59.486347 13.0960194,-59.4862835 13.0972808,-59.4863199 13.0973326,-59.4863759 13.0973462,-59.4868631 13.09736,-59.4869122 13.0973287,-59.4869739 13.0972006,-59.4870329 13.0970805)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.52935 13.0972809,-59.529415 13.0973011,-59.5295007 13.0973011,-59.5296333 13.097248,-59.5299088 13.0971518,-59.5299556 13.0970783,-59.530005 13.0970049,-59.530096 13.0969796,-59.5301766 13.0969467,-59.5303065 13.0967948)",service,,,,,,,,,,,
"LINESTRING (-59.5292226 13.0968517,-59.5292616 13.0968885,-59.5292798 13.0969847,-59.529285 13.0971568,-59.529311 13.097248,-59.52935 13.0972809)",service,,,,,,,,,,,
