WKT,highway,name,surface,maxspeed,service,lit,oneway,access,foot,lcn,ref,bicycle,est_width,sidewalk,is_in,is_in:county,segregated,lanes,is_in:city,cycleway,addr:postcode,motor_vehicle,layer,bridge,tracktype,traffic_calming,path,abutters
"LINESTRING (-1.1488235 52.9477416,-1.1487878 52.9477481,-1.148491 52.9478135,-1.1484017 52.94783,-1.1482449 52.9478545,-1.1473458 52.9480003,-1.1466628 52.9481249,-1.1461252 52.9482298,-1.145921 52.9482762,-1.1457147 52.9483252,-1.1455818 52.9483563,-1.1454039 52.9483992,-1.1452739 52.9484252,-1.1452053 52.9484306,-1.1451311 52.948448,-1.1450827 52.9484532,-1.1448294 52.9484958,-1.144309 52.9485833,-1.1438852 52.948658,-1.1433687 52.9487382,-1.1433006 52.9487468,-1.1430748 52.9487801,-1.1429806 52.9488002,-1.1428569 52.9488266,-1.1427966 52.9488379,-1.1425163 52.9488746,-1.1424801 52.9488767,-1.142446 52.9488753,-1.1419637 52.9488278,-1.1413112 52.9487769,-1.1411813 52.9487703,-1.1409568 52.9487605,-1.1407576 52.948768,-1.1406389 52.9487725,-1.1405678 52.9487814,-1.1405003 52.9487882,-1.1401931 52.9488055,-1.1401468 52.9488062,-1.1401132 52.9487997,-1.1400716 52.9487851,-1.1400359 52.9487685,-1.1400054 52.9487451,-1.1399928 52.9487234,-1.1399885 52.9486988,-1.139986 52.9486408,-1.13999 52.9486251,-1.1400016 52.9485833,-1.1400056 52.9485601)",cycleway,The Big Track / Nottingham Canal Towpath,concrete,,,no,,,yes,yes,,,1.25,,,,,,,lane,,,0,,,,,
"LINESTRING (-1.1452053 52.9484306,-1.1452169 52.9483431,-1.1451806 52.9481879,-1.1451608 52.9480998,-1.1451881 52.9480966,-1.1452195 52.948267,-1.1453101 52.9482594)",footway,,,,,,,,yes,yes,,yes,,,,,,,,,,,,,,,,
"LINESTRING (-1.1453506 52.9486177,-1.1453189 52.9483402)",unclassified,Trent Street,,,,,yes,,,,,,,,,,,,,opposite_lane,,,1,yes,,,,
"LINESTRING (-1.1537697 52.9461846,-1.153819 52.9461717,-1.1538758 52.9461651,-1.1539535 52.946156,-1.1539905 52.9461419)",service,,,15 mph,,,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1638363 52.950165,-1.1633339 52.949721,-1.1628283 52.94924,-1.1623135 52.9487805,-1.1622947 52.9487601,-1.1622766 52.9487417)",residential,South Road,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1616585 52.9483871,-1.1617635 52.9485106,-1.1616701 52.9485537,-1.1618696 52.9487949,-1.1618888 52.9488207,-1.1619148 52.948852)",service,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1614189 52.9490022,-1.1614503 52.9490344,-1.1614512 52.9490449,-1.1614447 52.949055,-1.1614035 52.9490906,-1.1613581 52.9491279,-1.1612962 52.9491704,-1.1612171 52.9492336,-1.1611504 52.9492939,-1.16106 52.949374,-1.1609959 52.9494377,-1.1608312 52.9496356,-1.1607255 52.9498048,-1.1606664 52.9499104,-1.1606292 52.9499937,-1.1605971 52.9500759,-1.1605681 52.9501822,-1.160535 52.9503383,-1.1605201 52.9505506,-1.1605276 52.9507009,-1.1605291 52.9507854,-1.1605343 52.9508604,-1.1605614 52.9510266)",residential,Holles Crescent,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1607129 52.9513422,-1.1606524 52.951249,-1.160587 52.9511262,-1.1605614 52.9510266)",residential,Tattershall Drive,,,,,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1607129 52.9513422,-1.1599593 52.9516153,-1.1599042 52.9516485,-1.1598537 52.951698,-1.1598132 52.9517507)",residential,Clare Valley,,,,,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1623068 52.9530463,-1.1622409 52.9529777,-1.1618639 52.952553,-1.1618439 52.9525323,-1.1611656 52.9518184,-1.1610451 52.9516916,-1.1607597 52.9513915,-1.1607129 52.9513422)",residential,Tattershall Drive,asphalt,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1598132 52.9517507,-1.1598582 52.9517613,-1.159896 52.951771,-1.1599338 52.9517928,-1.16093 52.9528599)",residential,Clare Valley,,,,,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1590874 52.9497035,-1.1609734 52.9491349,-1.1614189 52.9490022,-1.1619148 52.948852,-1.1622766 52.9487417,-1.162916 52.9485385,-1.1630182 52.9485064,-1.1633632 52.9484056,-1.1636527 52.9483216,-1.1637506 52.9482935,-1.1638754 52.9482608,-1.1640604 52.9482139,-1.1647413 52.9480514,-1.1648697 52.9480223,-1.1651882 52.9479489,-1.1658682 52.9477845,-1.1659172 52.9477761,-1.1659536 52.9477743,-1.1660007 52.9477788)",residential,Lenton Road,asphalt,20 mph,,yes,,destination,yes,yes,,permissive,,,,,,,,,,,,,,,,
"LINESTRING (-1.1655179 52.9500186,-1.1654587 52.9499538,-1.1653764 52.9498806,-1.1653143 52.9498415,-1.165249 52.9498048,-1.1651216 52.9497455,-1.1649733 52.9496991,-1.1647925 52.9496464,-1.16463 52.9496098,-1.1644295 52.9495805,-1.1642289 52.9495695,-1.1640064 52.9495783,-1.1638156 52.9495988,-1.1635867 52.9496403,-1.1634587 52.9496723,-1.1633339 52.949721,-1.1630624 52.9498654,-1.1628993 52.9499928,-1.1627604 52.9501467,-1.1626761 52.9502872)",residential,Clumber Crescent South,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1660908 52.9493626,-1.1659594 52.9493702,-1.1658514 52.9493611,-1.1653712 52.9491694,-1.1653161 52.9491495,-1.1651778 52.9491011,-1.1650035 52.9490578,-1.1647742 52.9490277,-1.1645664 52.9490077,-1.1642627 52.9489959,-1.1639632 52.9490033,-1.1637072 52.9490233,-1.1634298 52.949067,-1.1631437 52.9491327,-1.1628283 52.94924,-1.1626562 52.9493109,-1.1624652 52.949409,-1.1622805 52.9495235,-1.1621292 52.9496426,-1.1620016 52.949771,-1.1618986 52.9498948,-1.1618188 52.9500179,-1.1617478 52.9501505)",residential,Cavendish Crescent South,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1600182 52.9479647,-1.160049 52.9480196,-1.1605174 52.9486014,-1.1609466 52.9491057,-1.1609734 52.9491349)",residential,Park Ravine,,,,,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1611343 52.9484157,-1.1605174 52.9486014,-1.1602536 52.9486808)",residential,Clifton Terrace,,,,,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1618934 52.9482985,-1.1622335 52.9486866,-1.1622531 52.9487117,-1.1622766 52.9487417)",service,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.162916 52.9485385,-1.1627614 52.9483518,-1.162576 52.9481278,-1.1625167 52.9480789,-1.1624838 52.9480558,-1.1624346 52.9480305,-1.1623575 52.9480013,-1.1622543 52.947979,-1.1621971 52.9479646,-1.1621418 52.9479463,-1.162112 52.9479302,-1.1620927 52.9479108,-1.1620623 52.9478801,-1.161893 52.9476886,-1.1618511 52.9476695,-1.1618056 52.9476683)",residential,Hermitage Walk,,,,,-1,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1627614 52.9483518,-1.1628614 52.9483201,-1.1630182 52.9485064)",service,Hermitage Walk,,,,,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1624822 52.9478749,-1.1623113 52.9478773,-1.1621988 52.9478888,-1.1620927 52.9479108)",service,Foxes Close,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.163245 52.9477095,-1.1633713 52.9478551,-1.1635047 52.9480008,-1.163566 52.9480747,-1.1636892 52.948223,-1.1637506 52.9482935)",residential,Friars Court,,,,,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1633632 52.9484056,-1.1633957 52.9484354,-1.163424 52.9484468,-1.163476 52.9484468,-1.1636082 52.948434,-1.1637505 52.9484251,-1.1639292 52.9484169,-1.1641458 52.9484154,-1.1643777 52.9484169,-1.1646018 52.9484272,-1.1648073 52.9484411,-1.1650434 52.9484696,-1.1652584 52.9485115,-1.1654045 52.9485492,-1.1654706 52.948562,-1.1655131 52.9485648,-1.165597 52.9485488)",residential,Fiennes Crescent,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1647413 52.9480514,-1.1646928 52.9479744,-1.164648 52.9479335,-1.1646006 52.94792,-1.1645577 52.9479143,-1.1640919 52.9479318,-1.1640362 52.9478549)",residential,Rock Drive,,,,,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1671647 52.9513033,-1.167184 52.951338,-1.16729 52.9514557,-1.1673609 52.951567,-1.167411 52.9516703,-1.1674287 52.9517275,-1.1674407 52.9517661,-1.1674528 52.9518146,-1.167464 52.9518877,-1.1674651 52.9519061,-1.1674685 52.9519634,-1.1674656 52.9520227,-1.1674563 52.9521256,-1.1674158 52.9522562,-1.167342 52.9523749,-1.1672766 52.9524701,-1.1671593 52.9526154,-1.1670661 52.9527108,-1.16698 52.9527822,-1.1667726 52.9529114,-1.1666555 52.9529772,-1.1665184 52.9530456,-1.1663794 52.9531,-1.1662229 52.9531512,-1.1660813 52.9531889,-1.1658326 52.9532441,-1.165652 52.9532689,-1.1655145 52.9532844,-1.1653175 52.953301,-1.1651451 52.9532994,-1.1649753 52.9532865,-1.1646752 52.9532547,-1.164555 52.9532369,-1.1644584 52.9532227,-1.1643205 52.9531918,-1.1641681 52.9531529,-1.1640122 52.9530988,-1.1638614 52.9530421,-1.1636931 52.9529613,-1.1635453 52.9528653,-1.1634187 52.9527752,-1.163322 52.9526895,-1.1632975 52.9526557)",residential,Cavendish Crescent North,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1664008 52.9515333,-1.1664536 52.9516298,-1.1664983 52.9517455,-1.1665081 52.9518725,-1.1664884 52.9519877,-1.1664569 52.9520684,-1.1663912 52.9521759,-1.1663052 52.952269,-1.1662053 52.9523535,-1.1660698 52.9524443,-1.165921 52.9525135,-1.1658047 52.9525587,-1.1656705 52.9525959,-1.1655348 52.9526245,-1.1653453 52.9526506,-1.1651664 52.9526596,-1.1650398 52.9526597,-1.1648681 52.9526356,-1.1647434 52.9526078,-1.164631 52.9525787,-1.1644574 52.9525152,-1.1643061 52.9524363,-1.1641547 52.9523207)",residential,Clumber Crescent North,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1653431 52.9521765,-1.1652019 52.9521868,-1.1650846 52.9521775,-1.1650028 52.9521607,-1.1649141 52.9521307,-1.1648015 52.9520662,-1.1647465 52.9520133,-1.1647141 52.9519636,-1.1646931 52.9518871,-1.1647113 52.9517922,-1.1647692 52.9517118,-1.1648477 52.9516523,-1.1650047 52.9515914,-1.1651798 52.9515635,-1.1653148 52.9515694,-1.1654882 52.9516117,-1.1656046 52.9516726,-1.1656848 52.9517499,-1.1657171 52.9518105,-1.165728 52.9518651,-1.1657112 52.9519543,-1.1656394 52.9520497,-1.1654793 52.9521415,-1.1653431 52.9521765)",tertiary,Lincoln Circus,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1650047 52.9515914,-1.1644933 52.95089)",tertiary,Duke William Mount,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1664008 52.9515333,-1.1657703 52.9504479,-1.1655179 52.9500186)",residential,Clumber Road West,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1671647 52.9513033,-1.1666577 52.9503152,-1.1666211 52.9502466,-1.166347 52.9497351)",residential,Cavendish Road West,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1671081 52.9502205,-1.1667709 52.9502914,-1.1666577 52.9503152)",service,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1658861 52.9498785,-1.1656161 52.9496968,-1.1655237 52.9496106,-1.1654115 52.9495423,-1.1652854 52.9494775,-1.1651358 52.9494301,-1.1650742 52.9494125,-1.1648195 52.9493699)",service,Clumber Court,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.166347 52.9497351,-1.1662221 52.949562,-1.1660908 52.9493626,-1.165597 52.9485488,-1.1652142 52.9479868,-1.1651882 52.9479489)",residential,Hardwick Road,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1671507 52.9495608,-1.166347 52.9497351,-1.1660773 52.9498114,-1.1658861 52.9498785,-1.1655179 52.9500186,-1.1647917 52.9502943)",residential,Maxtoke Road,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1660007 52.9477788,-1.1660472 52.9477913,-1.1660777 52.9478115,-1.1661125 52.9478507,-1.1662461 52.9480317,-1.1665163 52.9484662,-1.1671507 52.9495608,-1.1680477 52.9510649)",residential,Lenton Avenue,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.167966 52.9496286,-1.1678996 52.9495032)",cycleway,Harlaxton Drive,,,,,,,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1699969 52.9499272,-1.1695621 52.949165,-1.168594 52.9474011)",residential,Rolleston Drive,asphalt,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.1678996 52.9495032,-1.1668473 52.9476434,-1.1668183 52.9475813)",residential,Harlaxton Drive,asphalt,20 mph,,yes,,,,yes,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.1687407 52.9493343,-1.1676872 52.9474902)",residential,Harrington Drive,asphalt,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.1708046 52.9497362,-1.1706857 52.949524,-1.1704174 52.949045,-1.1703881 52.9489941,-1.1694838 52.9473517)",residential,Allington Avenue,asphalt,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.1641547 52.9523207,-1.1639849 52.9523871,-1.1632975 52.9526557,-1.1623068 52.9530463)",residential,Tunnel Road,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1622238 52.9520548,-1.1616968 52.9522249)",service,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1612727 52.9516102,-1.1610451 52.9516916)",service,,,,parking_aisle,,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1607597 52.9513915,-1.1609993 52.9513219,-1.1611601 52.9512724,-1.161428 52.9515546,-1.1612727 52.9516102)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1617478 52.9501505,-1.1616923 52.9503243,-1.1616741 52.9504678,-1.1616755 52.9505652,-1.1616887 52.9506733,-1.1617491 52.9508305,-1.1617654 52.9508641,-1.1617915 52.9509179,-1.1618421 52.9510036,-1.1619772 52.9511811,-1.1621076 52.9513383,-1.1626094 52.9518948,-1.1632653 52.9526201,-1.1632975 52.9526557)",residential,Cavendish Road East,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1640367 52.9524643,-1.1638998 52.9525276,-1.1638508 52.9525632,-1.1638508 52.9525805,-1.1639039 52.9526173,-1.163957 52.952626,-1.1640243 52.9526038,-1.1640623 52.9525666)",service,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1640623 52.9525666,-1.1640679 52.9525109,-1.1640367 52.9524643,-1.1639849 52.9523871)",service,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1648015 52.9520662,-1.1641547 52.9523207)",residential,Tunnel Road,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1612727 52.9516102,-1.1609993 52.9513219,-1.160938 52.951256,-1.1608592 52.9510713)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1623027 52.9506364,-1.1622471 52.9505898,-1.1622028 52.9505403,-1.1621886 52.9504937,-1.1621807 52.9504205,-1.1622087 52.950217)",service,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1641547 52.9523207,-1.1636678 52.9517915,-1.1627951 52.9507761,-1.1626937 52.9506356,-1.1626622 52.9505676,-1.1626446 52.9504675,-1.162654 52.9503818,-1.1626761 52.9502872)",residential,Clumber Road East,,20 mph,,yes,,destination,permissive,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1642967 52.9509239,-1.1640738 52.9509193,-1.1639048 52.9508847,-1.1637559 52.9508249,-1.163652 52.9507563,-1.1635713 52.9506686,-1.1635239 52.9505512,-1.1635236 52.9504775,-1.1635418 52.950412,-1.1635729 52.9503553,-1.1636241 52.9502951,-1.1637172 52.9502235,-1.1638363 52.950165,-1.164041 52.9501115,-1.1642212 52.9500992,-1.1644456 52.9501245,-1.1646027 52.950174,-1.1647917 52.9502943,-1.1648602 52.950382,-1.1648887 52.9504547,-1.1648887 52.9505718,-1.1648483 52.9506642,-1.1647666 52.9507547,-1.1646477 52.9508316,-1.1644933 52.95089,-1.1642967 52.9509239)",tertiary,Newcastle Circus,,20 mph,,yes,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2053493 52.9762803,-1.205721 52.9762759,-1.206208 52.9762783,-1.2073775 52.9762842,-1.2082777 52.9762917,-1.2089024 52.9762946,-1.2092169 52.976302,-1.2100118 52.9762976,-1.2104509 52.9763013,-1.2107279 52.9763079,-1.2108354 52.9763244,-1.2109245 52.9763438)",residential,Sherborne Road,,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.2109245 52.9763438,-1.2106992 52.9765885,-1.2104677 52.9768305,-1.2101503 52.9771549,-1.2100337 52.9772693,-1.2097795 52.9775257,-1.2097456 52.9775597,-1.2086428 52.9786195)",secondary,Broxtowe Lane,,30 mph,,yes,,,,,B6004,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.2104837 52.9778406,-1.2097456 52.9775597)",residential,Broxtowe Lane,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2095904 52.9773346,-1.209738 52.9771771,-1.2100337 52.9772693)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2114279 52.9771742,-1.2104677 52.9768305)",residential,Broxtowe Lane,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2106992 52.9765885,-1.2116063 52.9768942)",residential,Campbell Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.211535 52.9769717,-1.2116063 52.9768942,-1.2116795 52.9768146)",residential,Campbell Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2193503 52.9799596,-1.2187777 52.9802883,-1.2175792 52.9809747,-1.2173523 52.9810816,-1.2171324 52.9811649,-1.216861 52.9812596,-1.2165797 52.9813308,-1.2162988 52.981387,-1.2160079 52.9814276,-1.2157592 52.9814488,-1.2154073 52.9814613,-1.2149828 52.9814554,-1.2145747 52.9814142,-1.2142592 52.9813614,-1.2138305 52.9812592,-1.213448 52.9811268,-1.2130514 52.9809516,-1.2128045 52.980811,-1.2126807 52.9807335,-1.2125508 52.9806416,-1.2124737 52.9805771,-1.2123151 52.9804271,-1.2121364 52.9802326,-1.212051 52.9800979,-1.2119641 52.9799533,-1.2118979 52.9797819,-1.2118616 52.9796563,-1.2118362 52.9795586,-1.2118169 52.9794348,-1.2118184 52.9793111,-1.211821 52.979191,-1.2118493 52.979016,-1.2119075 52.9788313,-1.2119875 52.9786583,-1.212056 52.9785209,-1.2121094 52.9784428,-1.2122398 52.978331,-1.2124017 52.9782047,-1.2127791 52.9779263,-1.2131397 52.9776658,-1.2134114 52.9775015,-1.2138099 52.9772527,-1.2142429 52.9770024,-1.2146386 52.9767757)",residential,Lindfield Road,asphalt,20 mph,,yes,,,,,,,,both,,,,2,,,,,,,,,,
"LINESTRING (-1.2153285 52.977205,-1.2135532 52.9782358,-1.2134499 52.9783073,-1.2133908 52.9783561,-1.213354 52.9783948,-1.2133177 52.9784683)",residential,Beckley Road,asphalt,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.2167147 52.9780774,-1.2163123 52.9778237,-1.2153285 52.977205,-1.2146386 52.9767757,-1.2139385 52.9763388)",residential,Shipley Road,asphalt,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.2167659 52.9771435,-1.2172855 52.9771628)",residential,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2188506 52.9770044,-1.2189403 52.9770115,-1.2190588 52.9770393,-1.2191281 52.9770643,-1.219185 52.977089,-1.2192382 52.9771281,-1.2192883 52.977203,-1.2193084 52.9772774,-1.2192802 52.9773683,-1.2192382 52.9774195,-1.2191494 52.9774884,-1.2190489 52.977542,-1.2189597 52.9775735,-1.2188715 52.9775927,-1.2187414 52.9776035,-1.2186263 52.9775914,-1.2185124 52.9775654,-1.2184313 52.9775256,-1.218377 52.9774838,-1.2183266 52.9774282,-1.218301 52.977367,-1.2183157 52.9772854,-1.2183426 52.977224,-1.2183867 52.9771853,-1.2185027 52.977104,-1.2185871 52.9770602,-1.2186615 52.9770355,-1.2187466 52.9770163,-1.2188506 52.9770044)",residential,Whitwell Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2196905 52.9781927,-1.2197009 52.9781073,-1.2197189 52.9780857,-1.2197628 52.978052,-1.2199576 52.9779302,-1.2201479 52.97779,-1.2202798 52.9776526,-1.2203528 52.9775215,-1.2203913 52.9773724,-1.2203937 52.9772744,-1.2203677 52.9771366,-1.2203413 52.9770598,-1.2203086 52.9769771,-1.2202396 52.9768842,-1.220186 52.9768216,-1.2201102 52.976745,-1.2200176 52.9766778,-1.2199528 52.9766343,-1.2196823 52.9765037,-1.2195517 52.9764514,-1.2194374 52.9764175,-1.2192476 52.9763776,-1.2190953 52.9763564,-1.2188618 52.9763461,-1.2186832 52.9763502,-1.2185332 52.9763638,-1.2183599 52.9763933,-1.2182128 52.9764258,-1.2180653 52.9764705,-1.2179169 52.9765331,-1.2177326 52.9766287,-1.2174672 52.9767708,-1.2174086 52.9767869,-1.2173462 52.9768057)",residential,Whitwell Road,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2199528 52.9766343,-1.219185 52.977089)",residential,Whitwell Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2120677 52.9531508,-1.2122846 52.9533069,-1.2121989 52.9533515)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.213085 52.9521488,-1.2130325 52.9521152,-1.2126477 52.9518313,-1.2122359 52.9518202,-1.211698 52.952096,-1.2124656 52.9526525,-1.2125443 52.9527228)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.215284 52.9513444,-1.2152009 52.9513527,-1.2149692 52.9513421,-1.2148246 52.9513314,-1.2141116 52.951651,-1.213085 52.9521488,-1.2130273 52.9521998,-1.2129758 52.9522887,-1.2129477 52.9524145,-1.2128928 52.9525107,-1.2127898 52.9526018,-1.2126763 52.9526577,-1.2125443 52.9527228,-1.2123104 52.9528316,-1.2122336 52.9528644)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2114112 52.9487604,-1.2117106 52.9489592,-1.2120529 52.9491864,-1.2121858 52.9492747,-1.2129565 52.9497864,-1.2149469 52.9511307,-1.215284 52.9513444)",service,,asphalt,,,,,,yes,,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
"LINESTRING (-1.2123318 52.9491944,-1.2124937 52.9492785,-1.2130153 52.9496301,-1.2131142 52.9497094)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2129565 52.9497864,-1.2130764 52.9497278,-1.2131142 52.9497094,-1.2131964 52.9496891,-1.2134121 52.9495671,-1.2130836 52.9493422,-1.2129105 52.9493227,-1.2128224 52.9492697,-1.2128224 52.9491565,-1.2126287 52.949031,-1.2123318 52.9491944,-1.2122483 52.9492403,-1.2121858 52.9492747)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2141116 52.951651,-1.2142182 52.9515481,-1.2143141 52.9514259,-1.2144468 52.951357,-1.2146349 52.9513259,-1.2148246 52.9513314)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2150607 52.9505633,-1.2156007 52.950245)",path,,grass,,,,,,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.215284 52.9513444,-1.2158396 52.9510794,-1.2159826 52.9510026)",track,,gravel,,,,,,yes,,,,,,,,,,,,,private,,,grade2,,,
"LINESTRING (-1.2118705 52.953347,-1.2118024 52.9532941)",service,,asphalt,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2118024 52.9532941,-1.2117169 52.9532246,-1.2119633 52.9530868,-1.2120677 52.9531508,-1.2118024 52.9532941)",service,,asphalt,,parking_aisle,,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.211717 52.9534374,-1.2119027 52.9536119,-1.2120402 52.9537472)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2119511 52.9484168,-1.2119383 52.9484387,-1.211915 52.9484787,-1.211899 52.9484923,-1.2118563 52.9485282,-1.2117536 52.9486007,-1.2116304 52.9486732,-1.211513 52.9487298,-1.2114112 52.9487604)",service,,asphalt,,,no,,,yes,,,,,,,,,,,,,private,,,,,,
"LINESTRING (-1.2126834 52.948075,-1.2123605 52.9483261,-1.2122461 52.9484039,-1.2122109 52.9484154,-1.2121111 52.9484436,-1.2120304 52.9484649,-1.211899 52.9484923)",service,,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2123605 52.9483261,-1.2124606 52.948375,-1.2125612 52.9484356,-1.2125893 52.9484525)",track,,gravel,,,,,,yes,,,,,,,,,,,,,private,,,grade2,,,
"LINESTRING (-1.2263164 52.9484436,-1.2259574 52.9487309,-1.2249553 52.9494141,-1.2247158 52.9495852)",residential,Hall Drive,,20 mph,,,,,,,,,,,,,,,,,NG8 2PW,,,,,,,
"LINESTRING (-1.2251139 52.9480671,-1.2247105 52.9483826)",residential,Brookhill Crescent,,,,,,,,,,,,,,,,,,,NG8 2PU,,,,,,,
"LINESTRING (-1.2275894 52.9487915,-1.2270777 52.9486541,-1.2263164 52.9484436,-1.2261364 52.9483873,-1.2251139 52.9480671,-1.2246504 52.9477516,-1.2239423 52.9473198,-1.223675 52.9471417,-1.2235397 52.9471033,-1.2234433 52.9471028,-1.2233246 52.9471085)",residential,Brookhill Drive,,20 mph,,,,,,,,,,,,,,,,,NG8 2PS,,,,,,,
"LINESTRING (-1.2262383 52.947762,-1.2259559 52.9474968,-1.2252856 52.9470017)",residential,Whitemoss Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2269181 52.9471089,-1.2267015 52.947206,-1.2259559 52.9474968)",residential,Whitemoss Close,,,,,,,,,,,,,,,,,,,,,,,,,,
