WKT,highway,name,surface,noname,oneway,lanes,maxspeed,ref,service,junction,source_1
"LINESTRING (-59.6362393 13.1392312,-59.6367837 13.1390704)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6353987 13.1400512,-59.6353499 13.1398033,-59.635295 13.1395568,-59.6352188 13.1391873,-59.6351648 13.1388789)",residential,Crusher Site Road,,,,,,,,,
"LINESTRING (-59.6351811 13.1383016,-59.6351452 13.1383617,-59.6351273 13.1383966)",residential,,,yes,yes,,,,,,
"LINESTRING (-59.6351648 13.1388789,-59.6351049 13.1385602,-59.6350996 13.1385001,-59.6351054 13.1384453,-59.6351273 13.1383966)",residential,Crusher Site Road,,,,,,,,,
"LINESTRING (-59.6350996 13.1385001,-59.6336148 13.1387994)",service,,,,,,,,,,
"LINESTRING (-59.635295 13.1395568,-59.6347178 13.139667)",service,,,yes,,,,,,,
"LINESTRING (-59.6331162 13.1391945,-59.6351648 13.1388789)",residential,,,yes,,,,,,,
"LINESTRING (-59.6352188 13.1391873,-59.6332063 13.1395145)",residential,,,yes,,,,,,,
"LINESTRING (-59.6270027 13.1120502,-59.6269956 13.1124844,-59.6269914 13.1127393,-59.6269946 13.1129772,-59.6269929 13.113415,-59.6269294 13.1138736)",primary,Spring Garden Highway,asphalt,,yes,2,80,,,,
"LINESTRING (-59.6286096 13.1105397,-59.6288779 13.1113573,-59.6288966 13.1114644,-59.6288966 13.1116238,-59.6289717 13.1118145,-59.6289878 13.1119634,-59.628961 13.1120417,-59.6288564 13.1121279,-59.6286903 13.1122033,-59.6280115 13.1124358,-59.627275 13.1127005)",unclassified,,asphalt,yes,,,,,,,
"LINESTRING (-59.629214 13.1210393,-59.6286047 13.121407)",residential,,,,,,,,,,
"LINESTRING (-59.6290931 13.122132,-59.6286047 13.121407,-59.6280181 13.1205362)",residential,,,yes,,,,,,,
"LINESTRING (-59.6285577 13.1201821,-59.6291837 13.1209932,-59.629214 13.1210393,-59.6296253 13.1216639,-59.6305288 13.1229782,-59.632583 13.124447)",residential,Brighton Beach Road North,,,,,,,,,
"LINESTRING (-59.6276014 13.1208396,-59.6278197 13.121199,-59.6280126 13.1215734,-59.6281512 13.1219483,-59.6282549 13.1223259,-59.6283631 13.1227143,-59.6285888 13.1234164,-59.6288008 13.1238678,-59.6290108 13.1241997,-59.6290845 13.1243104,-59.62917 13.1244299,-59.6293737 13.1246703,-59.6295986 13.1249366,-59.6298415 13.1252004)",primary,Spring Garden Highway,asphalt,,,2,80,,,,
"LINESTRING (-59.6274273 13.1174836,-59.6276597 13.1178772,-59.6285577 13.1201821)",residential,Brighton Beach Road South,,,,,,,,,
"LINESTRING (-59.6285577 13.1201821,-59.6280181 13.1205362,-59.6276014 13.1208396)",residential,Brighton Road,asphalt,,,,,,,,
"LINESTRING (-59.6328284 13.1257407,-59.6323655 13.1251683,-59.6323042 13.1251528,-59.6322429 13.1251528,-59.6321521 13.1252081,-59.6317 13.125602)",unclassified,,,,,,,,,,
"LINESTRING (-59.6290108 13.1241997,-59.6305288 13.1229782)",residential,,unpaved,yes,,,,,,,
"LINESTRING (-59.628797 13.1260625,-59.628116 13.125255)",residential,,,yes,,,,,,,
"LINESTRING (-59.6328116 13.126869,-59.632749 13.1270381,-59.6325062 13.1273122,-59.6323133 13.1274779)",residential,,,,,,,,,,
"LINESTRING (-59.6298415 13.1252004,-59.6302761 13.1248507,-59.630344 13.1248345,-59.6304165 13.1248313,-59.6304925 13.1248389,-59.6305622 13.1248582,-59.6312962 13.1252692,-59.6315248 13.1254288,-59.6317 13.125602,-59.6318134 13.1257142,-59.6321472 13.1260894,-59.6324442 13.1264417,-59.6327061 13.1267924,-59.6328116 13.126869,-59.632871 13.1268845,-59.6329383 13.1268891,-59.6330612 13.1268164,-59.6332455 13.1266373,-59.6332874 13.1266171,-59.6333423 13.1266045,-59.6334066 13.1266115,-59.6334813 13.1266766,-59.6336218 13.1269879,-59.6336687 13.1271019,-59.6337147 13.1272563,-59.6338327 13.1274873,-59.6340606 13.1279338)",unclassified,Spring Garden,asphalt,,,,,,,,
"LINESTRING (-59.6337147 13.1272563,-59.633355 13.1275243)",residential,,,,,,,,,,
"LINESTRING (-59.6336687 13.1271019,-59.6327785 13.1277741)",residential,,,,,,,,,,
"LINESTRING (-59.6338327 13.1274873,-59.6330009 13.1281631)",residential,,,,,,,,,,
"LINESTRING (-59.6298415 13.1252004,-59.6303473 13.1257686,-59.6309223 13.1264101,-59.6314806 13.1270343,-59.6317698 13.1273703,-59.631977 13.1276856,-59.6320579 13.127864,-59.6321187 13.1280578,-59.6321796 13.1284229,-59.6322083 13.1287995,-59.6322477 13.1291351,-59.6322901 13.1293058,-59.6323426 13.1294617,-59.6324866 13.129731,-59.6326452 13.1299767,-59.6328618 13.1302551,-59.6328781 13.1302763,-59.6330711 13.1305276,-59.6333839 13.130975,-59.6335276 13.1311938,-59.6335429 13.1313424,-59.6335056 13.1314701)",primary,Spring Garden Highway,asphalt,,,2,80,,,,
"LINESTRING (-59.6298013 13.1268997,-59.6298723 13.1269808,-59.6300569 13.1272959)",residential,Retreat Terrace,asphalt,,,,,,,,
"LINESTRING (-59.6276196 13.1270118,-59.6283242 13.1264553,-59.628797 13.1260625,-59.6298415 13.1252004)",unclassified,Spring Garden,asphalt,,,,,,,,
"LINESTRING (-59.6298013 13.1268997,-59.6296518 13.1267404,-59.6294696 13.1265817)",residential,,,yes,,,,,,,
"LINESTRING (-59.6291156 13.1271132,-59.6293142 13.1269828)",residential,,,,,,,,,,
"LINESTRING (-59.6279628 13.1275135,-59.6285368 13.1270706,-59.6290266 13.1267059)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6306083 13.1280802,-59.6304136 13.1278508,-59.6303986 13.127778,-59.6303212 13.1276669,-59.6302968 13.1276569,-59.6302723 13.1276624,-59.6300719 13.127814)",residential,,,yes,,,,,,,
"LINESTRING (-59.6298131 13.1287479,-59.6306083 13.1280802,-59.6309988 13.1278141)",residential,Hinkson Gap,asphalt,,,,,,,,
"LINESTRING (-59.6311529 13.1282884,-59.6303116 13.1290232)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6300492 13.1282163,-59.6296038 13.1286161)",residential,,unpaved,yes,,,,,alley,,
"LINESTRING (-59.6297492 13.1275478,-59.6294592 13.12725)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6292888 13.127483,-59.629136 13.1272492,-59.6290986 13.1271696,-59.6291156 13.1271132)",residential,,,,,,,,,,
"LINESTRING (-59.6286647 13.1280238,-59.6292888 13.127483,-59.6293017 13.1274718,-59.6294592 13.12725,-59.6294916 13.1272044,-59.6296588 13.127012,-59.6298013 13.1268997)",residential,Retreat Terrace,asphalt,,,,,,,,
"LINESTRING (-59.6297821 13.1281083,-59.6294067 13.1284892)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6296402 13.1279802,-59.6292071 13.1283709)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6280008 13.1290673,-59.6285702 13.1285789,-59.6286984 13.1284783,-59.6287568 13.1283671,-59.6288289 13.1281324)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6273746 13.1266789,-59.6279831 13.1261502)",residential,2nd Avenue Spring Garden,asphalt,,,,,,,,
"LINESTRING (-59.6278008 13.1272878,-59.627918 13.1272124,-59.6281748 13.1270834,-59.6282488 13.1271435,-59.6282653 13.1272095,-59.627931 13.1274719)",service,,asphalt,yes,yes,,,,drive-through,,
"LINESTRING (-59.6281026 13.1276458,-59.6280453 13.12776,-59.6280316 13.1278498,-59.628033 13.1279441,-59.6280775 13.1280223,-59.6281633 13.128095,-59.6282467 13.1281678,-59.6283222 13.1282974)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6270848 13.1279325,-59.6270953 13.127873,-59.6278008 13.1272878)",residential,Stanmore Crescent,asphalt,,yes,,,,,,
"LINESTRING (-59.6280008 13.1290673,-59.6271048 13.1279923,-59.6270848 13.1279325)",residential,Stanmore Crescent,asphalt,,yes,,,,,,
"LINESTRING (-59.6338816 13.1288571,-59.6329935 13.129561,-59.6329618 13.129614,-59.632955 13.1296693,-59.6329867 13.1297312,-59.6331547 13.1299654,-59.6331638 13.130045,-59.6331161 13.1301003,-59.6328781 13.1302763)",residential,,,,,,,,,,
"LINESTRING (-59.6305928 13.1291781,-59.6315413 13.1283948)",residential,Danesbury Road,asphalt,,,,,,,,
"LINESTRING (-59.6291778 13.1283524,-59.6292071 13.1283709,-59.6294067 13.1284892,-59.6296038 13.1286161,-59.6296979 13.1286811,-59.6298131 13.1287479,-59.6303116 13.1290232,-59.6305928 13.1291781,-59.6312904 13.129548,-59.6324581 13.1301672,-59.6326251 13.1302801,-59.6327934 13.1304103,-59.6329771 13.130609,-59.6330605 13.1307487,-59.6330851 13.1308357,-59.6330982 13.1309179,-59.6330974 13.1310141,-59.6330818 13.1311087,-59.6330219 13.1313019)",secondary,Black Rock Road,asphalt,,,2,60,,,,
"LINESTRING (-59.6315867 13.130434,-59.6319123 13.1308839,-59.6319698 13.1309142,-59.6320753 13.1308955,-59.6321951 13.1308792,-59.6323605 13.1308395,-59.6326194 13.1307368)",residential,Rock Road,asphalt,,,,,,,,
"LINESTRING (-59.6315867 13.130434,-59.6318061 13.1302676)",residential,Rock Road,,,,,,,,,
"LINESTRING (-59.6313382 13.1301022,-59.6310705 13.130355)",residential,,,,,,,,,,
"LINESTRING (-59.6314243 13.1305623,-59.6313386 13.1304636,-59.6311725 13.130391,-59.6310705 13.130355,-59.6309759 13.1303217,-59.6307319 13.1301203)",residential,,,yes,,,,,,,
"LINESTRING (-59.630607 13.1312047,-59.6311889 13.1307484,-59.6314243 13.1305623,-59.6315867 13.130434)",residential,Rock Road,asphalt,,,,,,,,
"LINESTRING (-59.6311889 13.1307484,-59.6314809 13.1310636)",residential,,,yes,,,,,,,
"LINESTRING (-59.6312904 13.129548,-59.6307319 13.1301203,-59.6304687 13.1303342)",residential,,,,,,,,,,
"LINESTRING (-59.6302612 13.1297525,-59.630025 13.1294982,-59.6299039 13.1293593,-59.6298662 13.1293345,-59.6298182 13.1293383)",residential,,,yes,,,,,,,
"LINESTRING (-59.6294603 13.1296443,-59.6294848 13.1296583,-59.6299026 13.1299178,-59.6299972 13.1299528,-59.6300727 13.1299248,-59.6302612 13.1297525,-59.6303064 13.1297112)",residential,,,yes,,,,,,,
"LINESTRING (-59.6294603 13.1296443,-59.6294689 13.1295551,-59.6294684 13.129377,-59.629441 13.1292012,-59.6294081 13.1291567,-59.6292048 13.1288814,-59.6291575 13.1287768,-59.6291195 13.1286617,-59.629118 13.1285892,-59.6291284 13.1285106,-59.6291778 13.1283524)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6292048 13.1288814,-59.6282225 13.1296905,-59.6281727 13.1297714)",residential,1st,,,,,,,,,
"LINESTRING (-59.6294848 13.1296583,-59.6298182 13.1293383)",residential,,,yes,,,,,,,
"LINESTRING (-59.6289767 13.1300525,-59.6294603 13.1296443)",residential,Free Hill Road,,,,,,,,,
"LINESTRING (-59.6294081 13.1291567,-59.6283895 13.1300566)",residential,,,,,,,,,,
"LINESTRING (-59.6289767 13.1300525,-59.6293981 13.1305432,-59.6296731 13.1308329,-59.6297744 13.13087,-59.6301851 13.1308882,-59.6302984 13.1309072,-59.630607 13.1312047)",residential,Clarke Road,,,,,,,,,
"LINESTRING (-59.6292147 13.130682,-59.6292813 13.1306292,-59.6293981 13.1305432)",residential,,,yes,,,,,,,
"LINESTRING (-59.6292147 13.130682,-59.6290797 13.1307376,-59.6290324 13.1307436,-59.6289831 13.1307376,-59.6288329 13.1305915,-59.6286236 13.1303474)",residential,,,yes,,,,,,,
"LINESTRING (-59.6297878 13.1314272,-59.6293693 13.130863,-59.6292147 13.130682)",residential,,,yes,,,,,,,
"LINESTRING (-59.6331445 13.131648,-59.633244 13.1316432,-59.6333316 13.1316168,-59.6334267 13.1315615,-59.6335056 13.1314701)",primary,Spring Garden Highway,asphalt,,yes,,,,,,
"LINESTRING (-59.6335056 13.1314701,-59.6334845 13.1315656,-59.6334491 13.1316487,-59.6333913 13.1317483,-59.6333401 13.131825,-59.6332764 13.131911)",primary,Spring Garden Highway,asphalt,,yes,1,80,,,,
"LINESTRING (-59.6330219 13.1313019,-59.6330342 13.1314281,-59.6330552 13.1315086,-59.6330922 13.1315699,-59.6331445 13.131648)",secondary,Black Rock Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6329085 13.1317071,-59.6329464 13.1316244,-59.6329805 13.1315042,-59.6330219 13.1313019)",secondary,Black Rock Road,asphalt,,yes,1,60,,,,
"LINESTRING (-59.6331445 13.131648,-59.6332026 13.131679,-59.6332483 13.1317257,-59.6332773 13.1317836,-59.633287 13.1318474,-59.6332764 13.131911,-59.6332522 13.1319605,-59.6332157 13.1320022,-59.6331548 13.1320399,-59.6330846 13.132056,-59.6330129 13.1320486,-59.6329476 13.1320187,-59.6328961 13.1319696,-59.6328686 13.1319198,-59.6328557 13.1318646,-59.6328583 13.1318081,-59.6328764 13.1317543,-59.6329085 13.1317071,-59.6329767 13.1316565,-59.6330597 13.1316357,-59.6331445 13.131648)",primary,Frank Worrell Roundabout,asphalt,,,1,,,,roundabout,
"LINESTRING (-59.6322074 13.1318956,-59.6323049 13.1318439,-59.6323987 13.1318138,-59.6325332 13.1317874,-59.6326233 13.1317838,-59.6327257 13.131773,-59.6328306 13.1317477,-59.6329085 13.1317071)",trunk,Gordon Cummins Highway,asphalt,,yes,,80,ABC,,,
"LINESTRING (-59.6328961 13.1319696,-59.6328178 13.131905,-59.6327377 13.1318616,-59.632646 13.1318381,-59.6325506 13.1318393,-59.6324233 13.1318504,-59.6323075 13.131869,-59.6322074 13.1318956)",trunk,Gordon Cummins Highway,asphalt,,yes,1,80,ABC,,,
"LINESTRING (-59.6332157 13.1320022,-59.6331196 13.1320998,-59.6330645 13.1321778,-59.6330199 13.1322685,-59.632991 13.1323542,-59.6329648 13.1324973)",primary,Highway 1,asphalt,,yes,,,H1,,,
"LINESTRING (-59.6329648 13.1324973,-59.6329582 13.1323938,-59.6329556 13.1322979,-59.6329451 13.1321599,-59.6329241 13.1320589,-59.6328961 13.1319696)",primary,Highway 1,asphalt,,yes,,,H1,,,
"LINESTRING (-59.6322074 13.1318956,-59.632048 13.1320151)",trunk,Gordon Cummins Highway,asphalt,,,3,80,ABC,,,
"LINESTRING (-59.632048 13.1320151,-59.6318859 13.1318394,-59.6317185 13.1317439,-59.6315387 13.1316904,-59.6314582 13.1316772,-59.6313749 13.1316842,-59.6312778 13.1317203,-59.6311305 13.1317997,-59.6310032 13.1318838,-59.6308765 13.1319354,-59.6305301 13.1319963,-59.6302925 13.132013,-59.6302346 13.1319851,-59.6301891 13.1319406,-59.6301653 13.1318727,-59.6301495 13.13179,-59.6301503 13.1317194,-59.6301642 13.1316578,-59.6302109 13.1315555,-59.630607 13.1312047)",residential,Rock Road,asphalt,,,,,,,,
"LINESTRING (-59.6308765 13.1319354,-59.6308746 13.1320424,-59.6309067 13.132147,-59.6310237 13.1322718,-59.6311285 13.1324056,-59.6311929 13.13251,-59.6313072 13.1325935)",residential,,,yes,,,,,,,
"LINESTRING (-59.6332127 13.1336713,-59.6328666 13.133931)",residential,,,,,,,,,,
"LINESTRING (-59.6330768 13.1333746,-59.6326378 13.1335632,-59.6323129 13.133631)",residential,,,,,,,,,,
"LINESTRING (-59.6317767 13.1329813,-59.6318607 13.132961,-59.6328919 13.1327127,-59.6329962 13.1326959)",service,,asphalt,yes,,,,,driveway,,
"LINESTRING (-59.6301503 13.1317194,-59.6299352 13.1316981,-59.6297113 13.1316842,-59.6295255 13.1316378)",residential,,,,,,,,,,
"LINESTRING (-59.6311285 13.1324056,-59.6307165 13.1327281)",residential,,,,,,,,,,
"LINESTRING (-59.6305301 13.1319963,-59.6305112 13.1320508,-59.6304428 13.1321777,-59.6302803 13.1323594,-59.6302214 13.1323922,-59.6301596 13.1324077,-59.6301079 13.1323988,-59.6300645 13.1323774,-59.6298607 13.1322817,-59.629642 13.1322053,-59.6293779 13.1321267,-59.6292784 13.1321148,-59.6291825 13.1321284,-59.6291071 13.132159,-59.6289673 13.1322741,-59.6287838 13.1324126,-59.6286765 13.1325061,-59.6285847 13.1325761)",residential,,,yes,yes,,,,,,
"LINESTRING (-59.6283906 13.1324111,-59.6284298 13.132378,-59.628764 13.1320575,-59.6288165 13.1319823)",residential,,,yes,,,,,,,
"LINESTRING (-59.6285847 13.1325761,-59.628538 13.1325679,-59.6284856 13.1325418,-59.6283906 13.1324111,-59.6282093 13.1322456)",residential,,,yes,,,,,,,
"LINESTRING (-59.6293622 13.1329964,-59.6294806 13.1330051,-59.6295764 13.1330292,-59.6299335 13.1331812,-59.6302756 13.1334383,-59.6308548 13.1338416,-59.6310439 13.1339907,-59.6310567 13.1340383)",service,,,,,,,,,,
"LINESTRING (-59.6289462 13.1329737,-59.6293622 13.1329964)",unclassified,,,,,,,,,,
"LINESTRING (-59.6291713 13.1332571,-59.6292465 13.1331662,-59.6292869 13.1330897,-59.6293207 13.1330396,-59.6293622 13.1329964)",unclassified,,,,,,,,,,
"LINESTRING (-59.6291713 13.1332571,-59.6290549 13.1334371,-59.6290325 13.1334912,-59.6290199 13.1335552,-59.6290012 13.1336582)",unclassified,,,,,,,,,,
"LINESTRING (-59.6283363 13.1330622,-59.6284331 13.1330497,-59.6286853 13.13298,-59.6288392 13.1329677,-59.6289462 13.1329737,-59.6290723 13.1330175,-59.6291293 13.1330689,-59.6291683 13.1331286,-59.6291771 13.1331815,-59.6291713 13.1332571)",unclassified,,,,,,,,,,
"LINESTRING (-59.6285847 13.1325761,-59.6284772 13.1327479,-59.6283519 13.1328568,-59.6282677 13.1329492,-59.62826 13.1329883,-59.6282761 13.133025,-59.6283363 13.1330622)",residential,,,,,,,,,,
"LINESTRING (-59.6290344 13.1337466,-59.629017 13.1336944,-59.6290012 13.1336582)",unclassified,,,yes,,,,,,,
"LINESTRING (-59.6292637 13.1338744,-59.6291239 13.1337945,-59.6290742 13.1337672,-59.6290344 13.1337466)",unclassified,University Road,,,,,,,,,
"LINESTRING (-59.6298579 13.1342505,-59.6297431 13.1342632,-59.6296627 13.1342652,-59.6295557 13.1342479,-59.6294877 13.1342143,-59.629427 13.1341723,-59.6293479 13.1340865,-59.6292914 13.1339919,-59.6292694 13.1339426,-59.6292617 13.1339038,-59.6292637 13.1338744,-59.6292929 13.1338636,-59.6293301 13.133858,-59.6294226 13.1338639,-59.6295058 13.1338783,-59.6295708 13.1338966,-59.6296191 13.1339217,-59.6296574 13.1339479,-59.6297387 13.1340315,-59.6298065 13.1341371,-59.6298579 13.1342505)",unclassified,University Road,,,yes,,,,,,
"LINESTRING (-59.6290012 13.1336582,-59.628966 13.1336388,-59.6286435 13.1333842)",service,,,yes,,,,,,,
"LINESTRING (-59.6336619 13.1342045,-59.6335194 13.1343266,-59.6333699 13.13449,-59.6332302 13.1346934,-59.6331255 13.1348454,-59.6330313 13.1349874,-59.6328646 13.1351612,-59.6328097 13.1351979,-59.6327077 13.135266,-59.6325652 13.1353827,-59.6325593 13.1354239)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6328097 13.1351979,-59.6326091 13.1347564)",service,,,,,,,,,,
"LINESTRING (-59.632048 13.1320151,-59.6318696 13.1322552,-59.6317596 13.132525,-59.6317509 13.1327302,-59.6317767 13.1329813,-59.6318007 13.1331028,-59.6319422 13.1335675,-59.6320508 13.13398,-59.6321058 13.1342667,-59.6321434 13.1344478,-59.6321847 13.13485,-59.6321852 13.1351725,-59.6321664 13.1354125,-59.632132 13.1357097,-59.6321053 13.1358714,-59.6320473 13.1360818,-59.6319832 13.1362382,-59.6318944 13.1363999,-59.6317487 13.1365575,-59.6315758 13.1366682,-59.6312542 13.136852,-59.6311058 13.1369292)",trunk,Gordon Cummins Highway,asphalt,,,3,80,ABC,,,
"LINESTRING (-59.6315413 13.1344296,-59.6312423 13.134225,-59.6311498 13.1342393,-59.6309845 13.1341302)",service,,,,,,,,parking_aisle,,
"LINESTRING (-59.630807 13.134362,-59.631447 13.1348284,-59.6315034 13.1348761)",service,,,,,,,,,,
"LINESTRING (-59.6315034 13.1348761,-59.6314825 13.1349277,-59.6314037 13.1350443,-59.6313009 13.135222)",service,,,,,,,,,,
"LINESTRING (-59.6325593 13.1354239,-59.6325852 13.135483,-59.6328481 13.1357821,-59.6329182 13.1359269,-59.633013 13.136132,-59.6331266 13.1362976,-59.6333157 13.1365562,-59.6334806 13.1368031,-59.6336201 13.1369833,-59.6337181 13.1370823,-59.6337609 13.1371256,-59.6339366 13.137362,-59.6340265 13.1375292,-59.6341069 13.1377192,-59.6341559 13.1377747,-59.6342196 13.13781,-59.6342645 13.1378196,-59.6343179 13.1378309,-59.6344248 13.1378256,-59.6345497 13.1378139,-59.6346536 13.1377768,-59.6347191 13.1377249,-59.6347854 13.1376494,-59.634862 13.1375178,-59.6349253 13.1374387,-59.6349945 13.137372)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6315295 13.1362729,-59.6316102 13.1363993,-59.6317487 13.1365575)",unclassified,University Road,asphalt,,,,,,,,
"LINESTRING (-59.6310567 13.1340383,-59.6309845 13.1341302,-59.6308524 13.1342603,-59.630807 13.134362,-59.6305469 13.1347113)",service,,,,,,,,,,
"LINESTRING (-59.6298579 13.1342505,-59.6305469 13.1347113,-59.631191 13.1351363,-59.6313009 13.135222,-59.6313905 13.1353102,-59.6314409 13.1353791,-59.6314818 13.1354529,-59.6315067 13.1355201,-59.6315261 13.1356364,-59.6315268 13.1357148,-59.6315295 13.1362729)",unclassified,University Road,asphalt,,,,,,,,
"LINESTRING (-59.6298618 13.1357757,-59.629784 13.1356897,-59.6297061 13.1356276,-59.6296108 13.1355904,-59.6295155 13.135576,-59.6294733 13.1355773,-59.6294201 13.135608,-59.6293656 13.1356388,-59.6293003 13.1356545,-59.6292236 13.1356429,-59.6291525 13.1356109,-59.6290865 13.1355542,-59.6290503 13.1354845,-59.6290016 13.1353777,-59.6289276 13.1352827,-59.6288607 13.1352274,-59.6287988 13.1351657,-59.6284088 13.1349185,-59.6281493 13.1347885,-59.6279632 13.1347111,-59.6278807 13.1346708)",unclassified,University Road,asphalt,,,,,,,,
"LINESTRING (-59.6315295 13.1362729,-59.6312305 13.136278,-59.6311797 13.1362845,-59.6311118 13.1363008,-59.6309892 13.1363543,-59.630925 13.1363697,-59.6308217 13.1363845,-59.6307277 13.1363904,-59.6305885 13.1363643,-59.6304598 13.1363104,-59.6303158 13.136211,-59.6298618 13.1357757)",unclassified,University Road,asphalt,,,,,,,,
"LINESTRING (-59.6316221 13.1371699,-59.6313485 13.1373318,-59.6311889 13.1373625)",service,,,,,,,,,,
"LINESTRING (-59.6311058 13.1369292,-59.6311889 13.1373625,-59.631229 13.1375715,-59.6312817 13.1376795,-59.6313609 13.1377917,-59.6315399 13.1379082,-59.6317443 13.1380378)",residential,Walton Drive,asphalt,,,,,,,,
"LINESTRING (-59.6322488 13.1395044,-59.6328784 13.1395241)",residential,,,yes,,,,,,,
"LINESTRING (-59.6317498 13.138519,-59.6319939 13.1384438)",residential,,,yes,,,,,,,
"LINESTRING (-59.6309981 13.1382192,-59.6311526 13.1382844,-59.6312708 13.1383864,-59.6313925 13.1387164,-59.6313887 13.1387684,-59.6313469 13.1388143)",residential,,asphalt,yes,,,,,,,
